Sort,Station name,"Three Letter Code
(TLC)",National Location Code (NLC),Region,Local authority: district or unitary,Apr 1997 to Mar 1998,Apr 1998 to Mar 1999,Apr 1999 to Mar 2000,Apr 2000 to Mar 2001,Apr 2001 to Mar 2002,Apr 2002 to Mar 2003,Apr 2003 to Mar 2004,Apr 2004 to Mar 2005,Apr 2005 to Mar 2006,Apr 2006 to Mar 2007,Apr 2007 to Mar 2008,Apr 2008 to Mar 2009,Apr 2009 to Mar 2010,Apr 2010 to Mar 2011,Apr 2011 to Mar 2012,Apr 2012 to Mar 2013,Apr 2013 to Mar 2014,Apr 2014 to Mar 2015,Apr 2015 to Mar 2016,Apr 2016 to Mar 2017,Apr 2017 to Mar 2018,Apr 2018 to Mar 2019,Apr 2019 to Mar 2020,Apr 2020 to Mar 2021,Apr 2021 to Mar 2022,Apr 2022 to Mar 2023 [b],Apr 2023 to Mar 2024,Apr 2024 to Mar 2025
1382,Langwathby,LGW,2058,North West,Westmorland and Furness,"19,993","18,151","16,385","14,763","16,459","17,459",[x],"22,396","24,190","21,501","23,345","24,114","23,620","24,994","26,642","24,752","24,350","22,832","17,870","4,132","18,162","18,630","22,002","3,006","17,168","16,712","19,066","20,288"
1383,Langwith-Whaley Thorns,LAG,1871,East Midlands,Bolsover,3,"33,068","33,793","36,197","34,879","29,780",[x],"30,108","28,217","25,769","23,475","25,272","25,812","24,852","25,542","23,320","21,108","25,380","22,292","22,152","21,454","19,354","17,946","4,396","12,268","9,744","8,808","9,816"
1384,Lapford,LAP,5824,South West,Mid Devon,"13,839","9,697","7,996","6,740","4,091","4,912",[x],"2,104","1,658","2,208","1,967","2,058","1,878","2,374","2,062","1,796","2,354","2,704","2,252","2,262","1,498","1,316","2,078","1,702","4,532","6,226","7,660","8,488"
1385,Lapworth,LPW,4595,West Midlands,Warwick,"23,371","28,776","19,869","18,875","18,284","16,564",[x],"17,607","18,960","20,460","19,918","34,366","33,406","33,796","35,976","33,212","32,728","31,064","35,586","46,224","52,580","72,774","84,716","20,520","51,444","77,008","92,736","38,396"
1386,Larbert,LBT,9876,Scotland,Falkirk,"266,769","280,700","299,760","331,230","339,813","344,297",[x],"427,739","468,849","491,808","547,762","608,794","658,040","711,200","747,500","770,462","787,548","823,478","850,028","803,812","850,346","858,388","889,872","113,242","424,396","601,564","787,810","812,100"
1387,Largs,LAR,9521,Scotland,North Ayrshire,"322,002","332,197","362,737","356,052","356,442","384,938",[x],"376,116","411,002","413,289","406,657","442,892","470,412","478,582","472,022","485,948","449,060","452,880","429,740","441,820","435,714","445,718","425,530","57,534","254,756","306,036","383,736","384,942"
1388,Larkhall,LRH,9728,Scotland,South Lanarkshire,[z],[z],[z],[z],[z],[z],[z],[z],[z],"268,707","307,910","334,308","323,080","317,462","327,064","342,704","406,074","420,130","420,366","434,494","385,940","354,604","354,144","32,382","151,558","204,948","243,898","254,940"
1389,Laurencekirk,LAU,8931,Scotland,Aberdeenshire,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"56,496","73,594","86,138","92,470","102,770","112,914","104,488","96,002","95,848","86,332","88,566","8,778","45,386","60,670","80,682","87,390"
1390,Lawrence Hill,LWH,3225,South West,"Bristol, City of","42,153","41,554","46,643","47,832","52,554","54,180",[x],"46,508","55,865","68,371","55,730","67,338","74,876","93,600","102,964","124,878","136,316","150,774","157,912","170,084","151,626","148,606","190,118","66,852","152,906","209,022","287,182","339,856"
1391,Layton (Lancs),LAY,2669,North West,Blackpool,"38,439","41,186","48,229","48,156","42,476","35,343",[x],"42,099","43,048","40,882","42,700","46,094","48,900","55,554","63,196","70,454","76,788","74,116","72,370","85,324","62,372","45,414","65,388","22,536","52,714","63,394","73,734","74,558"
1392,Lazonby and Kirkoswald,LZB,2059,North West,Westmorland and Furness,"14,159","12,226","15,662","12,903","12,168","12,704",[x],"14,254","14,368","14,510","16,695","16,118","16,564","17,456","18,632","17,198","16,144","15,802","12,510","4,150","11,218","10,774","13,452","1,762","10,428","13,306","17,956","18,548"
1393,Lea Bridge,LEB,6927,London,Waltham Forest,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"314,986","389,344","414,504","512,454","254,784","485,878","617,244","825,532","877,314"
1394,Lea Green,LEG,2339,North West,St. Helens,[z],[z],[z],"52,107","116,193","110,212",[x],"147,160","163,617","181,523","181,660","452,154","442,548","478,866","499,254","476,844","382,060","393,556","439,500","445,960","484,730","397,832","465,154","82,028","338,102","339,876","318,812","400,690"
1395,Lea Hall,LEH,1133,West Midlands,Birmingham,"65,222","95,514","108,253","105,989","108,499","125,480",[x],"141,305","138,216","146,773","141,211","270,568","266,262","267,232","454,890","443,472","476,752","486,856","536,392","570,804","598,646","674,132","652,336","112,538","259,534","338,102","409,674","442,584"
1396,Leagrave,LEA,1534,East of England,Luton,"745,047","988,487","1,115,346","1,168,833","1,226,852","1,253,018",[x],"1,341,713","1,413,294","1,524,828","1,651,382","1,633,058","1,511,076","1,554,446","1,686,524","1,757,188","1,810,120","1,894,294","1,914,952","1,861,912","1,868,018","1,894,608","1,812,472","537,756","1,115,572","1,380,408","1,483,752","1,496,012"
1397,Lealholm,LHM,7925,Yorkshire and The Humber,North Yorkshire,"20,854","18,610","18,172","18,407","17,219","18,657",[x],"16,760","16,688","15,706","13,044","15,554","16,242","17,972","20,010","11,422","17,662","15,888","18,102","17,358","16,298","15,250","15,168","8,726","8,834","8,010","8,598","6,868"
1398,Leamington Spa,LMS,4597,West Midlands,Warwick,"740,719","881,209","872,105","921,999","964,259","991,111",[x],"1,198,749","1,220,031","1,326,763","1,400,832","1,767,556","1,772,398","1,856,378","2,014,910","2,097,938","2,241,038","2,315,836","2,433,782","2,553,868","2,664,778","2,773,782","2,823,282","527,644","1,655,708","2,090,736","2,181,166","2,544,520"
1399,Leasowe,LSW,2237,North West,Wirral,"174,389","196,993","231,397","236,543","224,979","229,122",[x],"332,056","341,334","359,064","354,507","989,882","920,418","954,394","946,726","889,718","600,078","612,230","607,590","541,246","543,816","612,146","703,188","189,894","423,986","501,484","530,270","520,920"
1400,Leatherhead,LHD,5368,South East,Mole Valley,"994,103","1,106,582","1,253,051","1,305,806","1,245,212","1,254,651",[x],"1,338,133","1,413,955","1,584,422","1,824,572","1,882,144","1,875,568","1,977,566","2,044,136","2,103,752","2,104,686","2,147,876","2,171,492","2,026,516","1,964,658","2,062,214","1,951,620","382,184","928,998","1,184,542","1,373,782","1,480,646"
1401,Ledbury,LED,4784,West Midlands,"Herefordshire, County of","101,307","113,832","114,227","126,498","132,237","133,968",[x],"130,403","135,033","147,496","162,588","180,136","184,340","189,308","193,952","185,588","195,348","203,612","214,632","210,098","216,606","218,822","218,858","67,320","162,662","187,960","185,386","194,606"
1402,Lee (London),LEE,5110,London,Lewisham,"971,570","1,045,866","1,083,880","1,095,573","1,142,420","1,151,104",[x],"1,087,916","1,086,477","1,446,780","1,523,718","1,494,798","1,465,072","1,522,164","1,514,608","1,500,244","1,574,410","1,680,094","1,733,126","1,704,024","1,674,010","1,734,210","1,639,106","432,292","978,678","1,186,854","1,367,930","1,482,668"
1403,Leeds,LDS,8487,Yorkshire and The Humber,Leeds,"9,904,053","10,693,538","11,412,688","10,629,076","10,386,534","11,285,693",[x],"14,733,503","16,059,517","17,356,732","18,121,572","22,421,732","21,978,372","24,491,616","25,051,436","26,200,916","27,729,453","28,847,648","29,723,734","30,942,592","31,101,454","30,838,554","31,020,744","5,853,754","19,263,472","23,964,156","24,891,386","27,309,508"
1404,Leicester,LEI,1947,East Midlands,Leicester,"3,180,677","3,324,048","3,656,368","3,708,580","3,964,480","4,267,391",[x],"4,456,662","4,360,891","4,778,063","4,969,109","5,132,022","4,992,390","4,953,636","4,896,018","4,797,294","4,853,908","5,052,026","5,247,140","5,422,928","5,390,776","5,582,286","5,322,728","1,042,118","3,548,600","4,869,836","5,303,830","5,527,136"
1405,Leigh (Kent),LIH,5294,South East,Sevenoaks,"26,272","31,045","32,691","29,723","30,763","33,441",[x],"39,805","43,359","44,535","47,944","48,008","39,302","37,302","42,876","46,214","50,304","45,126","48,452","44,358","41,744","46,090","46,044","12,250","29,750","33,310","40,822","41,564"
1406,Leigh-On-Sea,LES,7446,East of England,Southend-on-Sea,"1,172,341","1,299,694","1,350,058","1,393,511","1,397,053","1,489,288",[x],"1,527,134","1,597,295","1,677,692","1,791,121","1,779,084","1,775,572","1,857,356","1,967,884","1,914,168","1,999,932","2,002,772","2,206,454","2,341,028","2,232,058","2,355,650","2,315,160","479,582","1,247,590","1,563,360","1,634,712","1,689,868"
1407,Leighton Buzzard,LBZ,1373,East of England,Central Bedfordshire,"1,107,233","1,094,796","1,153,268","1,126,058","1,149,348","1,142,663",[x],"1,199,853","1,279,330","1,384,855","1,448,734","1,418,708","1,401,340","1,515,364","1,588,972","1,646,360","1,664,590","1,727,358","1,788,662","1,840,918","1,798,434","1,841,772","1,753,386","293,754","905,868","1,142,588","1,315,214","1,523,698"
1408,Lelant,LEL,3539,South West,Cornwall,"4,801","4,864","4,823","5,191","6,417","6,913",[x],"8,697","1,653",250,240,560,324,"1,842","2,908","2,322","2,494","2,874","8,104","8,322","9,618","10,632","21,608","16,600","29,788","25,160","27,722","31,072"
1409,Lelant Saltings,LTS,3498,South West,Cornwall,"16,593","9,950","99,778","28,874","15,378","17,001",[x],"18,281","23,774",653,251,512,622,"17,224","101,284","107,780","114,932","116,798","125,064","121,258","145,110","138,012","84,522",392,568,652,630,650
1410,Lenham,LEN,5111,South East,Maidstone,"126,057","118,918","131,443","146,525","145,745","137,347",[x],"152,977","164,524","168,332","193,168","175,826","132,076","117,156","125,292","113,748","103,782","108,194","98,380","94,956","96,656","111,694","120,266","39,288","87,584","101,644","121,062","130,998"
1411,Lenzie,LNZ,9955,Scotland,East Dunbartonshire,"626,608","802,684","831,559","755,110","679,319","637,297",[x],"775,056","792,778","794,210","781,894","840,152","803,794","819,818","822,534","823,038","782,648","847,748","837,480","682,240","885,596","903,250","916,816","135,704","422,064","562,844","706,920","719,886"
1412,Leominster,LEO,3620,West Midlands,"Herefordshire, County of","71,780","82,878","95,434","99,756","100,405","103,901",[x],"143,300","190,930","216,889","218,506","241,384","234,790","252,026","264,638","264,436","248,828","273,912","276,904","260,286","261,672","255,694","243,770","106,658","231,080","245,330","238,368","260,220"
1413,Letchworth Garden City,LET,6089,East of England,North Hertfordshire,"807,057","889,633","980,830","980,718","1,028,664","1,091,229",[x],"1,144,661","1,186,565","1,309,067","1,364,936","1,445,886","1,366,714","1,447,418","1,513,292","1,569,410","1,652,253","1,751,820","1,861,902","1,890,116","1,900,970","1,856,558","1,834,720","457,590","1,189,236","1,471,004","1,598,310","1,779,634"
1414,Leuchars (For St. Andrews),LEU,9188,Scotland,Fife,"230,492","245,387","254,819","276,932","274,197","286,626",[x],"349,687","375,020","378,363","401,216","406,474","423,144","471,192","481,988","496,058","510,158","513,704","561,348","556,602","613,042","644,262","594,982","74,406","369,542","461,204","528,122","584,032"
1415,Leven,LEV,442,Scotland,Fife,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"185,424"
1416,Levenshulme,LVM,2862,North West,Manchester,"168,995","146,669","146,974","135,779","124,335","133,066",[x],"145,943","206,060","220,589","250,488","301,940","327,568","370,244","434,386","474,572","504,692","484,044","512,654","592,638","576,852","530,462","541,642","140,462","383,738","407,946","454,424","472,012"
1417,Lewes,LWS,5329,South East,Lewes,"1,633,394","2,099,159","1,804,230","1,797,531","1,928,917","2,056,058",[x],"2,405,540","2,493,866","2,563,937","2,714,826","2,740,746","2,669,354","2,743,562","2,747,894","2,692,228","2,748,555","2,663,508","2,614,394","2,242,370","2,477,690","2,579,928","2,606,920","766,902","1,875,724","2,174,438","2,365,628","2,626,246"
1418,Lewisham,LEW,5051,London,Lewisham,"2,584,653","2,997,511","3,241,226","3,364,914","3,531,979","3,606,427",[x],"4,070,982","4,021,074","5,840,937","6,294,218","6,260,836","6,370,900","7,019,122","7,387,422","8,191,564","8,669,820","9,218,344","10,595,486","10,748,918","10,712,640","10,325,546","10,005,286","2,554,894","5,248,558","5,918,496","6,551,490","7,023,970"
1419,Leyland,LEY,2710,North West,South Ribble,"272,541","260,269","264,438","257,559","246,595","215,171",[x],"280,942","285,545","293,412","326,411","320,376","327,954","368,938","401,962","402,286","400,056","393,508","382,166","416,804","395,920","307,744","400,540","95,220","312,364","333,266","394,084","450,718"
1420,Leyton Midland Road,LEM,7402,London,Waltham Forest,"36,420","95,373","101,261","104,357","104,479","110,046",[x],"34,865","32,407","285,208","370,664","308,836","302,772","501,186","749,486","951,730","1,182,122","1,355,070","1,340,438","286,620","795,236","1,178,122","1,014,328","631,408","1,101,844","1,193,380","1,414,138","1,551,332"
1421,Leytonstone High Road,LER,7403,London,Waltham Forest,"41,379","69,395","87,974","67,559","57,450","60,220",[x],"31,542","26,724","261,238","314,675","251,676","244,624","416,310","587,080","733,060","858,864","1,001,820","977,634","210,496","570,554","837,232","709,980","437,732","801,860","841,092","1,018,230","1,151,934"
1422,Lichfield City,LIC,1177,West Midlands,Lichfield,"474,887","539,982","501,078","481,940","514,129","529,034",[x],"579,062","589,907","607,657","636,061","561,190","624,150","606,980","621,884","638,438","643,078","685,174","679,692","712,372","798,726","861,704","827,734","196,792","487,820","633,292","750,518","777,334"
1423,Lichfield Trent Valley,LTV,1291,West Midlands,Lichfield,"147,558","376,676","176,916","158,217","182,917","183,076",[x],"186,923","221,808","231,057","248,477","704,086","743,490","820,680","903,962","914,492","969,034","981,892","1,063,986","1,100,584","1,087,728","1,093,746","1,104,236","178,566","595,142","688,278","727,448","887,958"
1424,Lidlington,LID,1579,East of England,Central Bedfordshire,"27,289","24,703","23,627","24,053","22,523","19,911",[x],"16,257","20,236","20,772","26,863","24,902","21,028","24,800","26,652","26,184","25,980","28,742","25,794","27,326","27,510","26,888","19,628","3,606","9,544","11,542","8,206","16,576"
1425,Limehouse,LHS,7491,London,Tower Hamlets,"81,480","946,816","1,172,371","1,433,361","1,595,574","1,790,590",[x],"2,246,889","2,312,496","2,990,686","2,896,915","2,694,872","2,570,892","3,139,454","3,358,006","3,247,556","3,251,190","3,195,328","3,100,736","3,439,218","3,505,448","3,553,990","3,527,554","1,044,520","1,839,614","2,439,550","2,474,724","2,559,778"
1426,Lincoln,LCN,6340,East Midlands,Lincoln,"838,757","983,268","1,089,007","1,113,257","1,160,781","1,215,338",[x],"1,277,750","1,340,184","1,417,517","1,315,410","1,379,412","1,477,752","1,461,738","1,656,748","1,609,794","1,585,386","1,649,584","1,753,856","1,816,018","1,864,272","1,963,938","1,966,100","430,900","1,500,924","1,833,930","2,059,670","2,286,040"
1427,Lingfield,LFD,5369,South East,Tandridge,"337,218","364,173","390,566","373,503","372,607","395,368",[x],"432,715","430,710","431,975","471,630","481,678","461,660","456,438","472,838","472,588","488,081","503,972","615,908","573,218","546,656","503,444","507,852","127,616","318,182","353,316","384,844","415,280"
1428,Lingwood,LGD,7305,East of England,Broadland,"23,223","25,315","34,461","41,033","50,651","34,068",[x],"30,965","29,552","28,496","47,586","53,526","48,244","49,492","48,252","46,640","50,072","46,966","45,502","49,208","47,932","46,134","43,536","12,622","37,524","44,230","45,572","49,708"
1429,Linlithgow,LIN,9438,Scotland,West Lothian,"786,913","821,382","882,573","890,727","885,321","912,401",[x],"1,092,153","1,087,868","1,121,073","1,161,733","1,187,218","1,172,548","1,155,072","1,122,338","1,138,678","1,155,513","1,198,038","1,133,070","1,156,604","1,186,006","1,198,560","1,131,374","119,566","518,806","797,512","990,114","1,058,874"
1430,Liphook,LIP,5634,South East,East Hampshire,"330,475","378,892","404,582","419,207","418,701","415,759",[x],"461,148","446,472","473,114","522,380","521,526","483,730","491,080","480,960","482,102","494,696","502,362","511,796","527,102","525,072","551,226","633,798","283,436","461,694","525,416","547,712","608,654"
1431,Liskeard,LSK,3573,South West,Cornwall,"193,439","196,692","207,802","197,178","201,346","209,875",[x],"232,269","237,113","267,864","274,090","294,638","289,276","309,162","344,574","335,812","344,144","357,086","351,394","358,324","355,356","351,172","358,818","109,704","294,590","310,158","322,996","353,556"
1432,Liss,LIS,5635,South East,East Hampshire,"214,741","217,561","221,749","222,693","212,517","215,723",[x],"219,293","207,054","209,202","231,240","238,724","223,882","237,462","232,516","231,136","235,442","230,454","236,142","240,098","240,188","246,820","328,618","147,816","236,582","267,766","278,336","308,448"
1433,Lisvane and Thornhill,LVT,3853,Wales,Cardiff - Caerdydd,"87,479","86,876","88,359","89,523","95,660","103,104",[x],"119,302","116,956","129,755","151,662","156,954","161,990","166,334","163,586","170,188","175,556","187,708","211,870","210,170","216,444","211,502","208,708","19,928","91,386","143,258","190,216","241,176"
1434,Little Kimble,LTK,3066,South East,Buckinghamshire,"2,412","2,937","2,724","3,476","5,479","3,934",[x],"5,104","4,495","6,520","6,334","8,262","8,234","9,354","9,858","6,696","5,262","6,194","4,918","5,286","5,412","5,572","7,066","3,742","8,460","9,896","8,086","8,926"
